Gene_Symbol	type	file
FOXH1	TranscriptionFactor	addTF_JL.tsv
FOXI1	TranscriptionFactor	addTF_JL.tsv
FOXI2	TranscriptionFactor	addTF_JL.tsv
FOXI3	TranscriptionFactor	addTF_JL.tsv
FOXJ1	TranscriptionFactor	addTF_JL.tsv
FOXJ2	TranscriptionFactor	addTF_JL.tsv
FOXJ3	TranscriptionFactor	addTF_JL.tsv
FOXK1	TranscriptionFactor	addTF_JL.tsv
FOXK2	TranscriptionFactor	addTF_JL.tsv
FOXL1	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
FOXL2	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
FOXM1	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
FOXN1	TranscriptionFactor	addTF_JL.tsv
FOXN2	TranscriptionFactor	addTF_JL.tsv
FOXN3	TranscriptionFactor	addTF_JL.tsv
FOXN4	TranscriptionFactor	addTF_JL.tsv
FOXO1	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
FOXO3	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
FOXO4	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
FOXO6	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
FOXP1	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
FOXP2	TranscriptionFactor	addTF_JL.tsv
FOXP3	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
FOXP4	TranscriptionFactor	addTF_JL.tsv
FOXQ1	TranscriptionFactor	addTF_JL.tsv
FOXR1	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
FOXR2	TranscriptionFactor, Oncogene	addTF_JL.tsv, AddedallOnco_Feb2017.tsv
FOXS1	TranscriptionFactor	addTF_JL.tsv
FPGT-TNNI3K	Kinase	PfamKinase
FRAP	Kinase	Kincat_Hsap.08.02.txt
FRAT1	Oncogene	allOnco_Feb2017.tsv
FRK	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
FRMD8	Oncogene	allOnco_Feb2017.tsv
FRS3	TumorSuppressorGene	TumorSuppressorGene.txt
FRYL	Oncogene	allOnco_Feb2017.tsv
FSCB	Oncogene	allOnco_Feb2017.tsv
FSCN1	Oncogene	allOnco_Feb2017.tsv
FST	Oncogene	allOnco_Feb2017.tsv
FSTL3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
FUBP1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
FUS	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
FUT8	Oncogene	allOnco_Feb2017.tsv
FXN	TumorSuppressorGene	TumorSuppressorGene.txt
FXYD5	Oncogene	allOnco_Feb2017.tsv
FYN	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
FZR1	TumorSuppressorGene	TumorSuppressorGene.txt
Fused	Kinase	Kincat_Hsap.08.02.txt
G0S2	TumorSuppressorGene	TumorSuppressorGene.txt
G11	Kinase	Kincat_Hsap.08.02.txt
GAB1	Oncogene	allOnco_Feb2017.tsv
GAB2	Oncogene	allOnco_Feb2017.tsv
GABARAP	TumorSuppressorGene	TumorSuppressorGene.txt
GABPA	TranscriptionFactor	addTF_JL.tsv
GABPAP	Oncogene	allOnco_Feb2017.tsv
GABPB1	Oncogene	allOnco_Feb2017.tsv
GADD45A	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GADD45B	TumorSuppressorGene	TumorSuppressorGene.txt
GADD45G	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GADD45GIP1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GAK	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
GALK1	Kinase	PfamKinase
GALK2	Kinase	PfamKinase
GALNS	Oncogene	allOnco_Feb2017.tsv
GALNT5	Oncogene	allOnco_Feb2017.tsv
GALR1	TumorSuppressorGene	TumorSuppressorGene.txt
GANAB	TumorSuppressorGene	TumorSuppressorGene.txt
GAS1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GAS5	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GAS6	Oncogene	allOnco_Feb2017.tsv
GAS7	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GATA1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
GATA2	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
GATA3	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
GATA4	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
GATA5	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
GATA6	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
GATAD2A	TranscriptionFactor	addTF_JL.tsv
GATAD2B	TranscriptionFactor	addTF_JL.tsv
GBP1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GBX1	TranscriptionFactor	addTF_JL.tsv
GBX2	TranscriptionFactor	addTF_JL.tsv
GCK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
GCM1	TranscriptionFactor	addTF_JL.tsv
GCM2	TranscriptionFactor	addTF_JL.tsv
GCN2	Kinase	Kincat_Hsap.08.02.txt
GCNT3	Oncogene	allOnco_Feb2017.tsv
GDF10	Oncogene	allOnco_Feb2017.tsv
GDF15	Oncogene	allOnco_Feb2017.tsv
GEN1	Oncogene	allOnco_Feb2017.tsv
GFI1	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
GFI1B	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
GGA1	Oncogene	allOnco_Feb2017.tsv
GGH	Oncogene	allOnco_Feb2017.tsv
GGNBP2	TumorSuppressorGene	TumorSuppressorGene.txt
GGTA1	Oncogene	allOnco_Feb2017.tsv
GGTA1P	Oncogene	allOnco_Feb2017.tsv
GGTA2P	Oncogene	allOnco_Feb2017.tsv
GHR	Oncogene	allOnco_Feb2017.tsv
GHRH	Oncogene	allOnco_Feb2017.tsv
GHRL	Oncogene	allOnco_Feb2017.tsv
GIMAP7	Oncogene	allOnco_Feb2017.tsv
GIP	Oncogene	allOnco_Feb2017.tsv
GJA1	TumorSuppressorGene	TumorSuppressorGene.txt
GJB2	TumorSuppressorGene	TumorSuppressorGene.txt
GKN1	TumorSuppressorGene	TumorSuppressorGene.txt
GKN2	TumorSuppressorGene	TumorSuppressorGene.txt
GLB1	Oncogene	allOnco_Feb2017.tsv
GLI1	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
GLI2	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
GLI3	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
GLI4	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
GLIPR1	TumorSuppressorGene	TumorSuppressorGene.txt
GLIS1	TranscriptionFactor	addTF_JL.tsv
GLIS2	TranscriptionFactor	addTF_JL.tsv
GLIS3	TranscriptionFactor	addTF_JL.tsv
GLMN	Oncogene	allOnco_Feb2017.tsv
GLMP	TranscriptionFactor	addTF_JL.tsv
GLS2	TumorSuppressorGene	TumorSuppressorGene.txt
GLTSCR1	TumorSuppressorGene	TumorSuppressorGene.txt
GLTSCR2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GLYR1	TranscriptionFactor	addTF_JL.tsv
GMEB1	TranscriptionFactor	addTF_JL.tsv
GMEB2	TranscriptionFactor	addTF_JL.tsv
GMFB	Oncogene	allOnco_Feb2017.tsv
GML	Oncogene	allOnco_Feb2017.tsv
GMPS	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GNA11	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GNA12	Oncogene	allOnco_Feb2017.tsv
GNAI2	Oncogene	allOnco_Feb2017.tsv
GNAQ	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GNAS	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GNAT1	TumorSuppressorGene	TumorSuppressorGene.txt
GNB2L1	TumorSuppressorGene	TumorSuppressorGene.txt
GNMT	TumorSuppressorGene	TumorSuppressorGene.txt
GOLGA5	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GOPC	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GORAB	TumorSuppressorGene	TumorSuppressorGene.txt
GPA33	Oncogene	allOnco_Feb2017.tsv
GPBP1	TranscriptionFactor	addTF_JL.tsv
GPBP1L1	TranscriptionFactor	addTF_JL.tsv
GPC3	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GPC5	TumorSuppressorGene, CosmicCensus, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GPER1	Oncogene	allOnco_Feb2017.tsv
GPHN	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
GPNMB	Oncogene	allOnco_Feb2017.tsv
GPR161	Oncogene	allOnco_Feb2017.tsv
GPR68	Oncogene	allOnco_Feb2017.tsv
GPRC5A	TumorSuppressorGene	TumorSuppressorGene.txt
GPRK4	Kinase	Kincat_Hsap.08.02.txt
GPRK5	Kinase	Kincat_Hsap.08.02.txt
GPRK6	Kinase	Kincat_Hsap.08.02.txt
GPRK6ps	Kinase	Kincat_Hsap.08.02.txt
GPRK7	Kinase	Kincat_Hsap.08.02.txt
GPX1	Oncogene	allOnco_Feb2017.tsv
GPX3	TumorSuppressorGene	TumorSuppressorGene.txt
GRB10	Oncogene	allOnco_Feb2017.tsv
GRB2	Oncogene	allOnco_Feb2017.tsv
GREM1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GRHL1	TranscriptionFactor	addTF_JL.tsv
GRHL2	TranscriptionFactor	addTF_JL.tsv
GRHL3	TranscriptionFactor	addTF_JL.tsv
GRIN2A	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
GRIN2D	Oncogene	allOnco_Feb2017.tsv
GRK1	Kinase	Kincat_Hsap.08.02.txt
GRK1	Kinase	PfamKinase
GRK2	Kinase	PfamKinase
GRK3	Kinase	PfamKinase
GRK4	Kinase	PfamKinase
GRK5	Kinase	Kincat_Hsap.08.02.txt
GRK5	Kinase	PfamKinase
GRK6	Kinase	Kincat_Hsap.08.02.txt
GRK6	Kinase	PfamKinase
GRK7	Kinase	Kincat_Hsap.08.02.txt
GRK7	Kinase	PfamKinase
GRM3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
GRN	Oncogene	allOnco_Feb2017.tsv
GRP	Oncogene	allOnco_Feb2017.tsv
GRPR	Oncogene	allOnco_Feb2017.tsv
GSC	TranscriptionFactor	addTF_JL.tsv
GSC2	TranscriptionFactor	addTF_JL.tsv
GSDMA	Oncogene	allOnco_Feb2017.tsv
GSDME	TumorSuppressorGene	TumorSuppressorGene.txt
GSE1	Oncogene	allOnco_Feb2017.tsv
GSK3A	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
GSK3B	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
GSN	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GSPT1	Oncogene	allOnco_Feb2017.tsv
GSTM1	Oncogene	allOnco_Feb2017.tsv
GSTP1	TumorSuppressorGene	TumorSuppressorGene.txt
GSTT1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
GSX1	TranscriptionFactor	addTF_JL.tsv
GSX2	TranscriptionFactor	addTF_JL.tsv
GTF2A1	Oncogene	allOnco_Feb2017.tsv
GTF2B	TranscriptionFactor	addTF_JL.tsv
GTF2H1	Oncogene	allOnco_Feb2017.tsv
GTF2I	TranscriptionFactor	addTF_JL.tsv
GTF2IRD1	TranscriptionFactor	addTF_JL.tsv
GTF2IRD2	TranscriptionFactor	addTF_JL.tsv
GTF2IRD2B	TranscriptionFactor	addTF_JL.tsv
GTF3A	TranscriptionFactor	addTF_JL.tsv
GTPBP4	TumorSuppressorGene	TumorSuppressorGene.txt
GUCY1A2	Oncogene	allOnco_Feb2017.tsv
GUCY2C	TumorSuppressorGene, Kinase	TumorSuppressorGene.txt, PfamKinase
GUCY2D	Kinase	PfamKinase
GUCY2F	Kinase	PfamKinase
GZF1	TranscriptionFactor	addTF_JL.tsv
H1-2	Oncogene	allOnco_Feb2017.tsv
H1-5	Oncogene	allOnco_Feb2017.tsv
H11	Kinase	Kincat_Hsap.08.02.txt
H19	TumorSuppressorGene	TumorSuppressorGene.txt
H2AFX	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
H2AX	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
H3-3A	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
H3-3B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
H3C2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
H3F3A	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
H3F3B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
H4C9	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HACD4	TumorSuppressorGene	TumorSuppressorGene.txt
HACE1	TumorSuppressorGene	TumorSuppressorGene.txt
HAND1	TranscriptionFactor	addTF_JL.tsv
HAND2	TranscriptionFactor	addTF_JL.tsv
HAPLN1	Oncogene	allOnco_Feb2017.tsv
HAS2	Oncogene	allOnco_Feb2017.tsv
HBP1	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
HCAR2	TumorSuppressorGene	TumorSuppressorGene.txt
HCK	Kinase, Oncogene	Kincat_Hsap.08.02.txt, allOnco_Feb2017.tsv, PfamKinase
HDAC1	TumorSuppressorGene	TumorSuppressorGene.txt
HDAC2	Oncogene	allOnco_Feb2017.tsv
HDAC3	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
HDAC4	Oncogene	allOnco_Feb2017.tsv
HDAC6	Oncogene	allOnco_Feb2017.tsv
HDHD5	Oncogene	allOnco_Feb2017.tsv
HDLBP	Oncogene	allOnco_Feb2017.tsv
HDX	TranscriptionFactor	addTF_JL.tsv
HECA	TumorSuppressorGene	TumorSuppressorGene.txt
HELT	TranscriptionFactor	addTF_JL.tsv
HEPACAM	TumorSuppressorGene	TumorSuppressorGene.txt
HERPUD1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HES1	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
HES2	TranscriptionFactor	addTF_JL.tsv
HES3	TranscriptionFactor	addTF_JL.tsv
HES4	TranscriptionFactor	addTF_JL.tsv
HES5	TranscriptionFactor	addTF_JL.tsv
HES6	TranscriptionFactor	addTF_JL.tsv
HES7	TranscriptionFactor	addTF_JL.tsv
HESX1	TranscriptionFactor	addTF_JL.tsv
HEXIM1	Oncogene	allOnco_Feb2017.tsv
HEY1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HEY2	TranscriptionFactor	addTF_JL.tsv
HEYL	TranscriptionFactor	addTF_JL.tsv
HFE	Oncogene	allOnco_Feb2017.tsv
HGF	Oncogene	allOnco_Feb2017.tsv
HGK	Kinase	Kincat_Hsap.08.02.txt
HH498	Kinase	Kincat_Hsap.08.02.txt
HHEX	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
HIC1	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
HIC2	TranscriptionFactor	addTF_JL.tsv
HIF1A	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
HIF3A	TranscriptionFactor	addTF_JL.tsv
HINFP	TranscriptionFactor	addTF_JL.tsv
HINT1	TumorSuppressorGene	TumorSuppressorGene.txt
HIP1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HIPK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
HIPK2	Kinase, TumorSuppressorGene, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, allOnco_Feb2017.tsv, PfamKinase
HIPK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
HIPK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
HIRA	TumorSuppressorGene	TumorSuppressorGene.txt
HIST1H1B	Oncogene	allOnco_Feb2017.tsv
HIST1H1C	Oncogene	allOnco_Feb2017.tsv
HIST1H3B	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HIST1H4I	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HIVEP1	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
HIVEP2	TranscriptionFactor	addTF_JL.tsv
HIVEP3	TumorSuppressorGene, Oncogene, TranscriptionFactor	TumorSuppressorGene.txt, allOnco_Feb2017.tsv, addTF_JL.tsv
HK1	Kinase	PfamKinase
HK2	Kinase	PfamKinase
HK3	Kinase	PfamKinase
HKDC1	Kinase	PfamKinase
HKR1	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
HLA-A	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
HLF	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HLTF	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
HLX	TranscriptionFactor	addTF_JL.tsv
HMBOX1	TranscriptionFactor	addTF_JL.tsv
HMG20A	TranscriptionFactor	addTF_JL.tsv
HMG20B	TranscriptionFactor	addTF_JL.tsv
HMGA1	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HMGA2	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HMGB1	Oncogene	allOnco_Feb2017.tsv
HMGCR	Oncogene	allOnco_Feb2017.tsv
HMGN2P46	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HMGN3	TranscriptionFactor	addTF_JL.tsv
HMX1	TranscriptionFactor	addTF_JL.tsv
HMX2	TranscriptionFactor	addTF_JL.tsv
HMX3	TranscriptionFactor	addTF_JL.tsv
HNF1A	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HNF1B	TranscriptionFactor	addTF_JL.tsv
HNF4A	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
HNF4G	TranscriptionFactor	addTF_JL.tsv
HNRNPA2B1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HNRNPA3	Oncogene	allOnco_Feb2017.tsv
HNRNPD	Oncogene	allOnco_Feb2017.tsv
HNRNPK	Oncogene	allOnco_Feb2017.tsv
HOMER2	TumorSuppressorGene	TumorSuppressorGene.txt
HOMEZ	TranscriptionFactor	addTF_JL.tsv
HOOK3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HOPX	TumorSuppressorGene	TumorSuppressorGene.txt
HOTS	TumorSuppressorGene	TumorSuppressorGene.txt
HOXA1	TranscriptionFactor	addTF_JL.tsv
HOXA10	TranscriptionFactor	addTF_JL.tsv
HOXA11	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HOXA13	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HOXA2	TranscriptionFactor	addTF_JL.tsv
HOXA3	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
HOXA4	TranscriptionFactor	addTF_JL.tsv
HOXA5	TranscriptionFactor	addTF_JL.tsv
HOXA6	TranscriptionFactor	addTF_JL.tsv
HOXA7	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
HOXA9	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HOXB1	TranscriptionFactor	addTF_JL.tsv
HOXB13	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
HOXB2	TranscriptionFactor	addTF_JL.tsv
HOXB3	TranscriptionFactor	addTF_JL.tsv
HOXB4	TranscriptionFactor	addTF_JL.tsv
HOXB5	TranscriptionFactor	addTF_JL.tsv
HOXB6	TranscriptionFactor	addTF_JL.tsv
HOXB7	TranscriptionFactor	addTF_JL.tsv
HOXB8	Oncogene, TranscriptionFactor	allOnco_Feb2017.tsv, addTF_JL.tsv
HOXB9	TranscriptionFactor	addTF_JL.tsv
HOXC10	TranscriptionFactor	addTF_JL.tsv
HOXC11	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HOXC12	TranscriptionFactor	addTF_JL.tsv
HOXC13	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HOXC4	TranscriptionFactor	addTF_JL.tsv
HOXC5	TranscriptionFactor	addTF_JL.tsv
HOXC6	TranscriptionFactor	addTF_JL.tsv
HOXC8	TranscriptionFactor	addTF_JL.tsv
HOXC9	TranscriptionFactor	addTF_JL.tsv
HOXD1	TranscriptionFactor	addTF_JL.tsv
HOXD10	TranscriptionFactor	addTF_JL.tsv
HOXD11	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HOXD12	TranscriptionFactor	addTF_JL.tsv
HOXD13	CosmicCensus, Oncogene, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv, addTF_JL.tsv
HOXD3	TranscriptionFactor	addTF_JL.tsv
HOXD4	TranscriptionFactor	addTF_JL.tsv
HOXD8	TranscriptionFactor	addTF_JL.tsv
HOXD9	TranscriptionFactor	addTF_JL.tsv
HPGD	TumorSuppressorGene	TumorSuppressorGene.txt
HPK1	Kinase	Kincat_Hsap.08.02.txt
HPR	Oncogene	allOnco_Feb2017.tsv
HPSE	Oncogene	allOnco_Feb2017.tsv
HRAS	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HRASLS2	TumorSuppressorGene	TumorSuppressorGene.txt
HRG	TumorSuppressorGene	TumorSuppressorGene.txt
HRI	Kinase	Kincat_Hsap.08.02.txt
HRIps	Kinase	Kincat_Hsap.08.02.txt
HSER	Kinase	Kincat_Hsap.08.02.txt
HSF1	TranscriptionFactor	addTF_JL.tsv
HSF2	TranscriptionFactor	addTF_JL.tsv
HSF4	TranscriptionFactor	addTF_JL.tsv
HSF5	TranscriptionFactor	addTF_JL.tsv
HSFX1	TranscriptionFactor	addTF_JL.tsv
HSFX2	TranscriptionFactor	addTF_JL.tsv
HSFY1	TranscriptionFactor	addTF_JL.tsv
HSFY2	TranscriptionFactor	addTF_JL.tsv
HSP90AA1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HSP90AA2P	Oncogene	allOnco_Feb2017.tsv
HSP90AB1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, allOnco_Feb2017.tsv
HSP90B1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
HSP90B2P	Oncogene	allOnco_Feb2017.tsv
HSPA5	Oncogene	allOnco_Feb2017.tsv
HSPA9	Oncogene	allOnco_Feb2017.tsv
HSPB1	Oncogene	allOnco_Feb2017.tsv
HSPB7	TumorSuppressorGene	TumorSuppressorGene.txt
HSPBAP1	Oncogene	allOnco_Feb2017.tsv
HSPD1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
HSPG2	Oncogene	allOnco_Feb2017.tsv
HSPH1	Oncogene	allOnco_Feb2017.tsv
HTATIP2	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, allOnco_Feb2017.tsv
