gene	variable	chisq_test_pval	signif
TP53	Age	0.78484563161121	FALSE
ATRX	Sex	0.792789197884053	FALSE
ACVR1	Sex	0.803746467112175	FALSE
ALK	Sex	0.803746467112175	FALSE
PTPN11	Sex	0.803746467112175	FALSE
SETD2	Sex	0.803746467112175	FALSE
AKT1	Sex	0.815771042884664	FALSE
FGFR1	Sex	0.815771042884664	FALSE
POLD3	Sex	0.815771042884664	FALSE
RAD54L	Sex	0.815771042884664	FALSE
TTYH1	Sex	0.815771042884664	FALSE
BLM	Age	0.822485475137248	FALSE
BRCA2	Age	0.822485475137248	FALSE
CCND1	Age	0.822485475137248	FALSE
CCND2	Age	0.822485475137248	FALSE
CFAP300	Age	0.822485475137248	FALSE
CHD8	Age	0.822485475137248	FALSE
FBXW7	Age	0.822485475137248	FALSE
IGF2R	Age	0.822485475137248	FALSE
LIG1	Age	0.822485475137248	FALSE
OGG1	Age	0.822485475137248	FALSE
POLB	Age	0.822485475137248	FALSE
POLD4	Age	0.822485475137248	FALSE
POLE4	Age	0.822485475137248	FALSE
RAD50	Age	0.822485475137248	FALSE
RAF1	Age	0.822485475137248	FALSE
SNCAIP	Age	0.822485475137248	FALSE
TSC1	Age	0.822485475137248	FALSE
EGFR	Age	0.845103574895168	FALSE
ATRX	Age	0.888844241918505	FALSE
NTRK2	Age	0.894021337739473	FALSE
APC	Sex	0.894571015049384	FALSE
CCND1	Sex	0.894571015049384	FALSE
CHD8	Sex	0.894571015049384	FALSE
CR2	Sex	0.894571015049384	FALSE
KDR	Sex	0.894571015049384	FALSE
KRAS	Sex	0.894571015049384	FALSE
MYCN	Sex	0.894571015049384	FALSE
OGG1	Sex	0.894571015049384	FALSE
POLB	Sex	0.894571015049384	FALSE
POLD4	Sex	0.894571015049384	FALSE
POLR2A	Sex	0.894571015049384	FALSE
PTCH1	Sex	0.894571015049384	FALSE
TERT	Sex	0.894571015049384	FALSE
TOP3A	Sex	0.894571015049384	FALSE
RAD54B	Sex	0.925363341652834	FALSE
TDG	Sex	0.925363341652834	FALSE
MTAP	Age	0.945116600151326	FALSE
SETD2	Age	0.945116600151326	FALSE
BLM	Sex	0.999999999999994	FALSE
BRCA2	Sex	0.999999999999994	FALSE
CCND2	Sex	0.999999999999994	FALSE
CFAP300	Sex	0.999999999999994	FALSE
CHD4	Sex	0.999999999999994	FALSE
EZH2	Sex	0.999999999999994	FALSE
FBXW7	Sex	0.999999999999994	FALSE
HMGB1P1	Sex	0.999999999999994	FALSE
HMGB1P40	Sex	0.999999999999994	FALSE
IGF2R	Sex	0.999999999999994	FALSE
KIT	Sex	0.999999999999994	FALSE
LIG1	Sex	0.999999999999994	FALSE
NBN	Sex	0.999999999999994	FALSE
NF2	Sex	0.999999999999994	FALSE
NFIA	Sex	0.999999999999994	FALSE
PARP1	Sex	0.999999999999994	FALSE
POLE4	Sex	0.999999999999994	FALSE
RAD50	Sex	0.999999999999994	FALSE
RAF1	Sex	0.999999999999994	FALSE
RFC5	Sex	0.999999999999994	FALSE
SMARCB1	Sex	0.999999999999994	FALSE
SMO	Sex	0.999999999999994	FALSE
SNCAIP	Sex	0.999999999999994	FALSE
TRAF7	Sex	0.999999999999994	FALSE
TSC1	Sex	0.999999999999994	FALSE
ACVR1	Age	0.999999999999997	FALSE
ALK	Age	0.999999999999997	FALSE
CDKN2A	Age	0.999999999999997	FALSE
DDX3X	Age	0.999999999999997	FALSE
HMGB1	Sex	0.999999999999997	FALSE
PARP4	Age	0.999999999999997	FALSE
POLD1	Sex	0.999999999999997	FALSE
PPM1D	Sex	0.999999999999997	FALSE
PTEN	Age	0.999999999999997	FALSE
PTPN11	Age	0.999999999999997	FALSE
RFC3	Sex	0.999999999999997	FALSE
SSBP1	Sex	0.999999999999997	FALSE
ASXL1	Age	0.999999999999997	FALSE
HMGB1	Age	0.999999999999997	FALSE
KMT2C	Age	0.999999999999997	FALSE
POLD1	Age	0.999999999999997	FALSE
RAD54L	Age	0.999999999999997	FALSE
RFC3	Age	0.999999999999997	FALSE
SSBP1	Age	0.999999999999997	FALSE
MBD4	Age	0.999999999999998	FALSE
MET	Sex	0.999999999999998	FALSE
RFC1	Age	0.999999999999998	FALSE
RPA3	Age	0.999999999999998	FALSE
VWF	Sex	0.999999999999998	FALSE
ARID1A	Age	0.999999999999998	FALSE
DUX4	Age	0.999999999999998	FALSE
MET	Age	0.999999999999998	FALSE
MSH6	Age	0.999999999999998	FALSE
VWF	Age	0.999999999999998	FALSE
PIK3CA	Sex	0.999999999999998	FALSE
RUNX1	Sex	0.999999999999998	FALSE
APC	Age	0.999999999999998	FALSE
CHD4	Age	0.999999999999998	FALSE
CR2	Age	0.999999999999998	FALSE
EZH2	Age	0.999999999999998	FALSE
HMGB1P1	Age	0.999999999999998	FALSE
HMGB1P40	Age	0.999999999999998	FALSE
KDR	Age	0.999999999999998	FALSE
KIT	Age	0.999999999999998	FALSE
KRAS	Age	0.999999999999998	FALSE
MYCN	Age	0.999999999999998	FALSE
NBN	Age	0.999999999999998	FALSE
NF2	Age	0.999999999999998	FALSE
NFIA	Age	0.999999999999998	FALSE
PARP1	Age	0.999999999999998	FALSE
POLR2A	Age	0.999999999999998	FALSE
PTCH1	Age	0.999999999999998	FALSE
RFC5	Age	0.999999999999998	FALSE
SMARCB1	Age	0.999999999999998	FALSE
SMO	Age	0.999999999999998	FALSE
TERT	Age	0.999999999999998	FALSE
TOP3A	Age	0.999999999999998	FALSE
TRAF7	Age	0.999999999999998	FALSE
BRAF	Age	0.999999999999999	FALSE
ATM	Sex	0.999999999999999	FALSE
CHD2	Sex	0.999999999999999	FALSE
NTRK2	Sex	0.999999999999999	FALSE
SEM1	Sex	0.999999999999999	FALSE
DDX3X	Sex	1	FALSE
MSH3	Sex	1	FALSE
MTAP	Sex	1	FALSE
PARP4	Sex	1	FALSE
PIK3CA	Age	1	FALSE
POLE2	Sex	1	FALSE
PTEN	Sex	1	FALSE
RUNX1	Age	1	FALSE
TSC2	Age	1	FALSE
CDK6	Sex	1	FALSE
EXO1	Sex	1	FALSE
KMT2D	Sex	1	FALSE
KMT5B	Sex	1	FALSE
PRDM6	Sex	1	FALSE
RFC1	Sex	1	FALSE
SLCO1B3	Sex	1	FALSE
SUFU	Sex	1	FALSE
YAP1	Sex	1	FALSE
BCOR	Age	1	FALSE
CHD7	Age	1	FALSE
TDG	Age	1	FALSE
APOBEC3B	Age	NA	NA
APOBEC3B	Sex	NA	NA
CDKN2B	Age	NA	NA
CDKN2B	Sex	NA	NA
CHRD	Age	NA	NA
CHRD	Sex	NA	NA
CTNNB1	Age	NA	NA
CTNNB1	Sex	NA	NA
DDR2	Age	NA	NA
DDR2	Sex	NA	NA
DNMT3B	Age	NA	NA
DNMT3B	Sex	NA	NA
EME1	Age	NA	NA
EME1	Sex	NA	NA
FANCA	Age	NA	NA
FANCA	Sex	NA	NA
FEN1	Age	NA	NA
FEN1	Sex	NA	NA
FOSB	Age	NA	NA
FOSB	Sex	NA	NA
GFI1	Age	NA	NA
GFI1	Sex	NA	NA
IGF1R	Age	NA	NA
IGF1R	Sex	NA	NA
KDM6A	Age	NA	NA
KDM6A	Sex	NA	NA
LAIR1	Age	NA	NA
LAIR1	Sex	NA	NA
LIG3	Age	NA	NA
LIG3	Sex	NA	NA
LIN28A	Age	NA	NA
LIN28A	Sex	NA	NA
MLH1	Age	NA	NA
MLH1	Sex	NA	NA
MPG	Age	NA	NA
MPG	Sex	NA	NA
MRE11	Age	NA	NA
MRE11	Sex	NA	NA
MSH2	Age	NA	NA
MSH2	Sex	NA	NA
MSH5	Age	NA	NA
MSH5	Sex	NA	NA
MUTYH	Age	NA	NA
MUTYH	Sex	NA	NA
MYC	Age	NA	NA
MYC	Sex	NA	NA
NEIL1	Age	NA	NA
NEIL1	Sex	NA	NA
NEIL3	Age	NA	NA
NEIL3	Sex	NA	NA
NRAS	Age	NA	NA
NRAS	Sex	NA	NA
OTX2	Age	NA	NA
OTX2	Sex	NA	NA
PCNA	Age	NA	NA
PCNA	Sex	NA	NA
PDGFC	Age	NA	NA
PDGFC	Sex	NA	NA
PMS2	Age	NA	NA
PMS2	Sex	NA	NA
POLD2	Age	NA	NA
POLD2	Sex	NA	NA
PTCH2	Age	NA	NA
PTCH2	Sex	NA	NA
RAD51	Age	NA	NA
RAD51	Sex	NA	NA
RAD51C	Age	NA	NA
RAD51C	Sex	NA	NA
RAD52	Age	NA	NA
RAD52	Sex	NA	NA
RFC2	Age	NA	NA
RFC2	Sex	NA	NA
RFC4	Age	NA	NA
RFC4	Sex	NA	NA
RPA4	Age	NA	NA
RPA4	Sex	NA	NA
TOP2A	Age	NA	NA
TOP2A	Sex	NA	NA
XRCC2	Age	NA	NA
XRCC2	Sex	NA	NA
YES1	Age	NA	NA
YES1	Sex	NA	NA
